audio_path,text_original,text_clean,duration_sec,sample_rate,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,tempo,char_count,word_count,avg_word_length,has_number,has_english,tamil_char_count,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,meta_client_id,meta_up_votes,meta_down_votes,meta_age,meta_gender,meta_accent,meta_locale,meta_segment,label
raw_audio/clips/common_voice_ta_28441667.mp3,மக்களிடையே மீண்டும் சாதீய மனோநிலைகளைத் தோற்றுவித்து அவர்களை மோதவிட்டு வேடிக்கை பார்க்கின்றனர்.,மக்களிடையே மீண்டும் சாதீய மனோநிலைகளைத் தோற்றுவித்து அவர்களை மோதவிட்டு வேடிக்கை பார்க்கின்றனர்,7.596,16000,0.0879501214548319,0.0526293487048236,0.1219610720872879,0.1092229261994361,1235.632620859582,596.7655951900358,1405.1227482483998,424.7896264095768,2479.746586134454,1290.0374967723033,98.6842105263158,93,9,9.444,False,False,85,-220.48733520507807,119.77301025390624,-1.26101815700531,25.708032608032227,8.27864933013916,3.8306922912597656,-9.370165824890137,-6.206582069396973,-12.177457809448242,-3.6183040142059326,-5.748773574829102,-2.315886974334717,-7.581329822540283,93.43147277832033,41.36747360229492,16.41645050048828,24.484355926513672,15.399596214294434,14.334762573242188,10.933497428894045,9.942951202392578,10.569405555725098,9.97561740875244,9.059540748596191,7.086409568786621,7.013841152191162,01d7a8109646317f5c18c445cdc1455d3531ac1b63c19c542de49665d86b29a108312ed6ac311637d087cc5403ddf746b03c76489e9cbcefcc9ab3e45ef8412c,2,1,twenties,male_masculine,,ta,,confident
raw_audio/clips/common_voice_ta_30465365.mp3,கிரேக்கர்கள் இந்த மாதிரியான வீண் கனவு காண்பதில் பெரிய ஆட்கள்தான்.,கிரேக்கர்கள் இந்த மாதிரியான வீண் கனவு காண்பதில் பெரிய ஆட்கள்தான்,5.4,16000,0.0775038137943786,0.1240148233995956,0.0351310782134532,0.0259524229913949,1038.0213547880594,991.6722169069106,1240.0239474144544,568.2771521808421,1840.1904585798816,1876.659991300496,104.16666666666669,64,8,7.125,False,False,57,-452.3457946777344,127.81999206542967,38.319950103759766,24.64435195922852,15.400918960571287,7.627288341522217,-12.117886543273926,5.04420804977417,-9.827659606933594,16.705318450927734,-9.071894645690918,-11.718945503234863,-7.042529582977295,115.55591583251952,65.92394256591797,31.150739669799805,31.786396026611328,14.825243949890137,18.639598846435547,18.156362533569336,10.72540283203125,12.966667175292969,17.653104782104492,9.550625801086426,10.24740219116211,7.234549999237059,031844188d789537f91c8368a4c2229289567727ff76d77f60945c8f0e8430767ad491029a157d9ef4c88911e44b001a6587eb11d3e830008266520b826c1d02,2,0,thirties,male_masculine,,ta,,confident
raw_audio/clips/common_voice_ta_26622621.mp3,உங்கள் நோக்கு புதிது.,உங்கள் நோக்கு புதிது,2.664,16000,0.0564662388392857,0.033487392195693,0.0746832489967346,0.0713526457548141,910.1264342874224,394.2530243488093,1157.0223006232286,409.9182573637589,1542.689732142857,942.476904905558,93.75,20,3,6.0,False,False,18,-318.6227111816406,139.1248779296875,13.621160507202148,-13.440235137939451,24.263103485107425,-12.466669082641602,-10.642744064331056,4.154321193695068,-10.753328323364258,1.7477201223373413,-7.1837592124938965,-0.8988059759140015,-5.099321842193604,86.3790283203125,42.85050201416016,22.18058586120605,17.240873336791992,16.83997917175293,15.425883293151855,12.71072769165039,8.093257904052734,13.040728569030762,11.025145530700684,9.134459495544434,9.19142246246338,6.838722229003906,049b3de3ae6801ef5033ec9f70f62ec00b5f76d907293d84a86495863b323a231ff3456749af25ede69fd04eeea41a820df6a312f1542507b90e2f1f9405ada7,3,2,,,,ta,,moderate
raw_audio/clips/common_voice_ta_24996970.mp3,இந்த நாளில் அது மறைந்து வருகிறது.,இந்த நாளில் அது மறைந்து வருகிறது,7.38,16000,0.1436350108225108,0.1224616197917185,0.0879721194505691,0.1027268692851066,1472.5674493768947,1172.1275335023568,1217.7019476622145,630.507407779978,2566.964285714286,2147.9663968084733,60.483870967741936,32,5,5.6,False,False,28,-344.3955078125,89.56006622314453,7.728925228118896,21.10405158996582,9.90809440612793,-9.218737602233888,-19.85963249206543,-11.166205406188965,2.347666025161743,-4.9543962478637695,-3.335986375808716,-2.12390685081482,-5.112407684326172,122.5174331665039,76.37043762207031,28.42279815673828,30.2716064453125,18.94808578491211,14.719575881958008,20.65172004699707,13.393547058105469,13.019978523254396,10.968441009521484,11.597844123840332,10.82671356201172,11.349459648132324,0d57f897226d23d7bcfd55f2322f195cfc3ccbd74b2199a05dc540d2133ea42b4d33cfb6839f35fba8731b6536e75415805a2298a7e96ec5bb468572b5b267b8,2,0,,,,ta,,moderate
raw_audio/clips/common_voice_ta_27058221.mp3,அந்தப் பாட்டின் இரண்டாவது பகுதியில் இறைவனது திருவிளையாடலைச் சொல்லுகிறார்.,அந்தப் பாட்டின் இரண்டாவது பகுதியில் இறைவனது திருவிளையாடலைச் சொல்லுகிறார்,7.128,16000,0.1102880640414798,0.0563911331385298,0.0608386769890785,0.0533868968486785,1375.9578747345838,439.6675130137487,1258.7376538551168,302.2229944988921,2436.554091928251,948.9312260813906,75.0,72,7,9.429,False,False,66,-256.0679626464844,119.70813751220705,-40.43337631225586,9.763728141784668,-8.806236267089844,-4.345817565917969,-21.934850692749023,-1.4471038579940796,-7.719438552856445,-4.111228942871094,-4.182394981384277,5.564239501953125,-7.992959499359131,87.3523178100586,37.8881950378418,21.19359970092773,20.538345336914062,14.415726661682127,11.317328453063965,12.819168090820312,12.624207496643066,11.564167022705078,9.049832344055176,10.88518524169922,7.6716108322143555,7.596935749053955,15eeac1471cd225a23830c8d11e23bd55972283274fca943f998a358276d45bf77420e21b7d04eb2444164ad0666a2bf3ee9cffd5ca9167b6666feda5d187bb9,3,0,thirties,male_masculine,,ta,,moderate
raw_audio/clips/common_voice_ta_28781016.mp3,இவர்களிடம் இன்சொல்லை எவ்வாறு எதிர்பார்ப்பது?,இவர்களிடம் இன்சொல்லை எவ்வாறு எதிர்பார்ப்பது,6.12,16000,0.096234639485677,0.059928375485796,0.0395717360079288,0.0531975328922271,1406.3350648876717,532.9559459391379,1469.8974394990594,272.9034099387602,2847.2900390625,1053.4880540573622,125.0,43,4,10.0,False,False,40,-390.8135986328125,81.47797393798828,8.020003318786621,24.57590675354004,-4.074132442474365,3.6284501552581783,-17.722944259643555,-11.092544555664062,-15.98680591583252,-5.197542190551758,-0.0523436851799488,-14.75727367401123,0.349726527929306,130.42037963867188,38.08039474487305,25.81161499023437,33.212921142578125,24.136934280395508,18.167539596557617,23.91438865661621,12.908251762390137,20.04400062561035,9.343649864196776,9.465603828430176,15.810622215270996,8.948317527770996,1dd6f154f831155c19fbbc4aacf6240ecba021a4f0d4f93c39dc3335484c99fea1e433c469d481d898e14b0a2ccb70ea856793bb4e940d46990c5561a29636d4,2,0,,,,ta,,confident
raw_audio/clips/common_voice_ta_37163911.mp3,இதைப் பிரித்தவர்கள் யார்?,இதைப் பிரித்தவர்கள் யார்,2.988,16000,0.1627275182845744,0.0823269932689873,0.0166397467255592,0.0211619678884744,1814.7015372058504,598.3501053817259,1546.166644323128,338.08455001211945,3523.853058510638,1071.460504448037,234.375,24,3,7.333,False,False,22,-524.3165893554688,67.1237564086914,-13.74241065979004,20.88548469543457,-6.490240097045898,-1.9524539709091189,-11.513026237487791,-5.639483451843262,-9.604098320007324,-4.927323818206787,-9.201464653015137,2.73000168800354,-13.111120223999023,227.10028076171875,64.73204803466797,31.508941650390625,29.732452392578125,14.750447273254396,9.495064735412598,15.405587196350098,12.48758316040039,10.997907638549805,8.926094055175781,10.966614723205566,9.9844331741333,13.259725570678713,2812849479fbeedb77ef323bd4b2b584cf2fb2351a71cc7036efb3a12967ef071a90a961f6316e1f37192137ca3037df9248b069e5c2990ccc65720e3221ee7b,2,0,twenties,male_masculine,,ta,,moderate
raw_audio/clips/common_voice_ta_29624933.mp3,இவர்கள் ஜரிஷ் புரட்சிக் கூட்டத்தார்.,இவர்கள் ஜரிஷ் புரட்சிக் கூட்டத்தார்,5.616,16000,0.1683460582386363,0.0816823210655175,0.003026901744306,0.0041094343177974,1911.1888445103568,700.4766963641176,1686.322591268048,392.1246718645375,3823.863636363637,1471.5079983471728,234.375,35,4,8.0,False,False,32,-604.097900390625,81.61084747314453,-4.111471652984619,9.593613624572754,-20.996946334838867,-1.5182976722717283,-16.355846405029297,2.7418646812438965,-8.874858856201172,-4.447245121002197,-6.125813007354736,-5.503334999084473,-5.261260986328125,94.99600219726562,39.73786163330078,21.260311126708984,15.63603687286377,22.256980895996094,13.122000694274902,12.482880592346191,10.601433753967283,9.047772407531738,8.629134178161621,9.829449653625488,7.52852201461792,6.534518718719482,32f319fef90857525e86d7208896001809972742bf85c2c76f1d70fd457bbc6744f6acdb0bb05ab06e893d3379c455f386dbdaf03d45ae5263705ccbb04e3b6b,2,0,twenties,female_feminine,,ta,,hesitant
raw_audio/clips/common_voice_ta_34938447.mp3,நான் ஒடிப்போய் அதனிடமிருந்து தப்பிவரத் தாமதமாயிற்று என்று விளக்கியது.,நான் ஒடிப்போய் அதனிடமிருந்து தப்பிவரத் தாமதமாயிற்று என்று விளக்கியது,7.02,16000,0.1293479225852272,0.1143217747844309,0.0484354384243488,0.0334556065499782,1790.8316229072716,1047.4848316644668,1564.5354965730728,360.25518676012354,3286.7897727272725,1590.6963509342431,104.16666666666669,68,7,8.857,False,False,62,-324.22479248046875,91.92034912109376,0.27448371052742,26.96780014038086,-1.9783095121383667,-4.573853969573975,-8.384145736694336,2.5443379878997803,-18.383420944213867,11.210212707519531,-14.947307586669922,0.65587317943573,-10.110373497009276,190.67784118652344,68.43961334228516,30.99378776550293,40.79569625854492,19.3029727935791,17.927309036254883,22.12140464782715,12.715927124023438,20.683313369750977,18.482818603515625,14.222648620605469,12.165850639343262,11.327314376831056,36c8e60e3f933bfd70de6359683546d72a35b337a1df1ef107e193be015b8570eaf62dbe2dce9b1a5b37a5fdfa5bea344a2cede7656f88f3e4fe0497635b1f3e,2,0,fourties,male_masculine,,ta,,confident
raw_audio/clips/common_voice_ta_30556656.mp3,"போகும் வழியில் அயீஷா, உமாரிடம், நிசாம் அல்முல்க் அவர்கள் அரசாங்க வேலையிலிருந்து விலக்கப்பட்டுவிட்டார் என்று கூறினாள்.",போகும் வழியில் அயீஷா உமாரிடம் நிசாம் அல்முல்க் அவர்கள் அரசாங்க வேலையிலிருந்து விலக்கப்பட்டுவிட்டார் என்று கூறினாள்,10.116,16000,0.0563171579258675,0.039504848146148,0.0596100762486457,0.0433288514614105,874.8149496004105,443.22749077381576,958.3642180271086,479.482582122771,1628.5735410094635,1089.9569371781351,125.0,114,12,8.583,False,False,103,-341.8722839355469,164.39642333984375,-6.691407680511475,1.3445202112197876,-0.739139199256897,-1.5116533041000366,-2.571349620819092,-5.8618011474609375,1.963544845581055,2.724962949752808,1.9890336990356443,-0.176376387476921,-0.8061781525611877,107.0281219482422,58.20230865478516,32.51116180419922,30.40962028503418,28.78182411193848,19.902637481689453,20.458738327026367,15.624978065490724,12.069406509399414,14.60209846496582,11.827202796936035,11.396953582763672,11.235966682434082,3a8a19a4d1a55af50e910433decda0564cedcfeae62672f1bf1cb133b4441edcbd666c9b20d0f37a8b6f4bd50d9235a693e1adc132fce7940df95c059eb0e80b,2,0,fourties,male_masculine,,ta,,confident
